manv,hoten,phai,ngsinh,cmnd,que,sdt,cstyt,vaitro,chuyenkhoa,matkhau
NV001579,La Kim Quoc,0,5/13/1966,79301001579,Binh Phuoc,910547654,CS000021,Nghien cuu,KH000003,NV001579
NV001580,Ngo Thanh Thuan,1,9/23/1970,79301001580,Lai Chau,374416200,CS000021,Nghien cuu,KH000001,NV001580
NV001581,Do Xuan Huong,0,1/15/1980,79301001581,Binh Dinh,701722803,CS000021,Nghien cuu,KH000012,NV001581
NV001582,Ngo Thai Lam,0,3/1/1961,79301001582,Son La,837007155,CS000021,Nghien cuu,KH000013,NV001582
NV001583,Tran Kim Thuong,1,12/16/1968,79301001583,Gia Lai,947048452,CS000021,Nghien cuu,KH000012,NV001583
NV001584,Sam Le Chanh,0,7/13/2000,79301001584,Nghe An,351351877,CS000021,Nghien cuu,KH000012,NV001584
NV001585,Ho Hieu Lam,0,3/30/1984,79301001585,Da Nang,891020018,CS000021,Nghien cuu,KH000008,NV001585
NV001586,Bui Ngoc Bich,1,1/5/1961,79301001586,Ha Giang,994604640,CS000021,Nghien cuu,KH000025,NV001586
NV001587,La Vinh Uyen,0,9/4/1966,79301001587,Lam Dong,813884057,CS000021,Nghien cuu,KH000023,NV001587
NV001588,Huong Phu Lang,1,11/7/1951,79301001588,Phu Tho,910568278,CS000021,Nghien cuu,KH000001,NV001588
NV001589,Cong Minh Nghiem,1,11/20/1963,79301001589,Binh Duong,915686541,CS000021,Nghien cuu,KH000008,NV001589
NV001590,Nguyen  Hoang Phuong,0,4/12/2000,79301001590,Thanh Hoa,706608846,CS000021,Nghien cuu,KH000020,NV001590
NV001591,Quang Ha Luong,0,10/17/1970,79301001591,Son La,398122525,CS000021,Nghien cuu,KH000009,NV001591
NV001592,Phuong Dang Uyen,1,9/21/1979,79301001592,Gia Lai,703762133,CS000021,Nghien cuu,KH000001,NV001592
NV001593,Chung Thi Bich,1,12/25/1993,79301001593,Can Tho,905723452,CS000021,Nghien cuu,KH000018,NV001593
NV001594,Huong Le Dao,0,11/27/1970,79301001594,Nam Dinh,564405810,CS000021,Nghien cuu,KH000003,NV001594
NV001595,Hinh Anh Duyen,0,4/23/2000,79301001595,Son La,703118127,CS000021,Nghien cuu,KH000006,NV001595
NV001596,Vo Minh Huyen,1,7/4/1992,79301001596,Quang Nam,344121046,CS000021,Nghien cuu,KH000009,NV001596
NV001597,Phan Hoang Hien,0,9/23/1991,79301001597,Nam Dinh,893275376,CS000021,Nghien cuu,KH000025,NV001597
NV001598,Sam Thi Luan,0,6/23/1952,79301001598,Binh Duong,927437161,CS000021,Nghien cuu,KH000014,NV001598
NV001599,Cong Thong Loan,1,4/3/1964,79301001599,Tay Ninh,768808528,CS000021,Nghien cuu,KH000022,NV001599
NV001600,Hinh Thong Kiet,1,3/24/1959,79301001600,Da Nang,935520032,CS000021,Nghien cuu,KH000015,NV001600
NV001601,Le  Vinh Phuc,1,9/14/1999,79301001601,Ba Ria-Vung Tau,371675403,CS000021,Nghien cuu,KH000001,NV001601
NV001602,Sam Nhu Quynh,0,10/17/1991,79301001602,Thua Thien-Hue,836565321,CS000021,Nghien cuu,KH000021,NV001602
NV001603,Truon Le Hue,0,8/31/1967,79301001603,Kien Giang,966485675,CS000021,Nghien cuu,KH000025,NV001603
NV001604,Tran Hoang Hanh,0,5/13/1953,79301001604,Khanh Hoa,777865300,CS000021,Nghien cuu,KH000025,NV001604
NV001605,Lanh Dinh Cuong,0,12/11/1958,79301001605,Ha Giang,396433810,CS000021,Nghien cuu,KH000012,NV001605
NV001606,Ho Quang Manh,0,6/22/1984,79301001606,Ha Tinh,787561806,CS000022,Nghien cuu,KH000009,NV001606
NV001607,Do Duy Au,0,9/19/1999,79301001607,Bac Lieu,358421134,CS000022,Nghien cuu,KH000012,NV001607
NV001608,Chu Vinh Pham,1,3/9/1999,79301001608,Vinh Phuc,895337645,CS000022,Nghien cuu,KH000022,NV001608
NV001609,Chu Minh Long,0,7/31/1966,79301001609,Yen Bai,337447373,CS000022,Nghien cuu,KH000023,NV001609
NV001610,Binh Hoang Ban,1,12/18/1963,79301001610,Hai Duong,353533078,CS000022,Nghien cuu,KH000024,NV001610
NV001611,Pham Anh Minh,1,7/2/1997,79301001611,Dak Nong,374507631,CS000022,Nghien cuu,KH000009,NV001611
NV001612,Phi Quo Cuc,0,5/20/1962,79301001612,Vinh Phuc,861251030,CS000022,Nghien cuu,KH000004,NV001612
NV001613,Do Mai Quyen,1,8/26/1996,79301001613,Kien Giang,371355753,CS000022,Nghien cuu,KH000002,NV001613
NV001614,Phan Dai Hanh,1,10/21/1996,79301001614,Thai Binh,374070442,CS000022,Nghien cuu,KH000016,NV001614
NV001615,Ho Viet Huyen,0,4/27/1960,79301001615,Binh Dinh,561833663,CS000022,Nghien cuu,KH000023,NV001615
NV001616,Chung Thanh Hong,1,4/7/1959,79301001616,Ca Mau,327674311,CS000022,Nghien cuu,KH000010,NV001616
NV001617,Le  Viet Bach,1,10/13/1964,79301001617,Da Nang,963400712,CS000022,Nghien cuu,KH000010,NV001617
NV001618,Khuong Thong Binh,1,1/15/1962,79301001618,Gia Lai,988538512,CS000022,Nghien cuu,KH000001,NV001618
NV001619,Phan Xuan Cuc,1,2/26/2000,79301001619,Tay Ninh,703571641,CS000022,Nghien cuu,KH000003,NV001619
NV001620,Phuong Nhu Vy,1,1/11/1981,79301001620,Ba Ria-Vung Tau,898286580,CS000022,Nghien cuu,KH000011,NV001620
NV001621,Le  Vuong Bang,0,12/22/1977,79301001621,Tien Giang,787012256,CS000022,Nghien cuu,KH000009,NV001621
NV001622,Lang Ngoc Khoan,1,10/7/1992,79301001622,Thai Binh,917671802,CS000022,Nghien cuu,KH000006,NV001622
NV001623,Bui Vuong Thu,1,4/4/1950,79301001623,Vinh Long,941807576,CS000022,Nghien cuu,KH000006,NV001623
NV001624,Binh Thong Kien,1,1/7/1979,79301001624,Dien Bien,973838522,CS000022,Nghien cuu,KH000010,NV001624
NV001625,Hoang Thanh Lang,1,3/23/1957,79301001625,Gia Lai,892383336,CS000022,Nghien cuu,KH000016,NV001625
NV001626,Nguyen  Thu Thy,0,11/1/1978,79301001626,Nghe An,882566673,CS000022,Nghien cuu,KH000016,NV001626
NV001627,Truon Dang Khanh,0,10/7/1976,79301001627,Ninh Binh,863130577,CS000022,Nghien cuu,KH000014,NV001627
NV001628,Vo Phu Lam,1,6/19/1982,79301001628,Ho Chi Minh,835508762,CS000022,Nghien cuu,KH000018,NV001628
NV001629,Phuong Thanh Chu,0,2/5/1967,79301001629,Ha Nam,985682543,CS000022,Nghien cuu,KH000023,NV001629
NV001630,Lanh Hoang Anh,1,4/3/1999,79301001630,Dien Bien,763335774,CS000022,Nghien cuu,KH000016,NV001630
NV001631,Lanh Tan Thuan,0,1/22/1997,79301001631,Phu Tho,350807135,CS000022,Nghien cuu,KH000010,NV001631
NV001632,Phan Ba Sang,0,9/16/1958,79301001632,Ba Ria-Vung Tau,893276641,CS000022,Nghien cuu,KH000019,NV001632
NV001633,Sam Dinh Lieu,1,6/13/1950,79301001633,Binh Thuan,893274617,CS000022,Nghien cuu,KH000021,NV001633
NV001634,Lang Vinh Danh,0,7/11/1955,79301001634,Ben Tre,924600217,CS000022,Nghien cuu,KH000025,NV001634
NV001635,Bui Ha Luyen,1,8/7/1953,79301001635,Thai Binh,340232438,CS000022,Nghien cuu,KH000010,NV001635
NV001636,Chau Xuan Nguyet,1,11/14/1988,79301001636,Khanh Hoa,787848258,CS000022,Nghien cuu,KH000007,NV001636
NV001637,Nguyen  Anh Vy,1,1/24/1966,79301001637,Can Tho,967342787,CS000022,Nghien cuu,KH000012,NV001637
NV001638,Bui Hoang Son,0,8/19/1952,79301001638,Thanh Hoa,853777615,CS000022,Nghien cuu,KH000015,NV001638
NV001639,Duong Thanh Nguyen,1,12/11/1993,79301001639,Quang Tri,888714642,CS000022,Nghien cuu,KH000001,NV001639
NV001640,Quan Le Canh,0,6/26/1979,79301001640,Ca Mau,916646107,CS000022,Nghien cuu,KH000009,NV001640
NV001641,Dang Dinh Chau,1,2/8/1957,79301001641,Lai Chau,787406747,CS000022,Nghien cuu,KH000019,NV001641
NV001642,Lanh Thong Luan,1,12/13/1962,79301001642,Da Nang,358707063,CS000022,Nghien cuu,KH000014,NV001642
NV001643,Dang Hung Manh,1,6/5/1990,79301001643,Dong Nai,850767311,CS000022,Nghien cuu,KH000014,NV001643
NV001644,Sam Duy Ai,1,12/14/1959,79301001644,Ha Tinh,563714264,CS000022,Nghien cuu,KH000025,NV001644
NV001645,Thinh The Nga,1,8/27/1970,79301001645,Hau Giang,700756368,CS000022,Nghien cuu,KH000009,NV001645
NV001646,Bach Vuong Dao,1,12/19/1963,79301001646,Bac Lieu,768727310,CS000022,Nghien cuu,KH000024,NV001646
NV001647,Lanh Duc Anh,0,2/16/1983,79301001647,Yen Bai,340415773,CS000022,Nghien cuu,KH000018,NV001647
NV001648,Sam Ba Danh,1,11/10/1985,79301001648,Khanh Hoa,942551661,CS000022,Nghien cuu,KH000025,NV001648
NV001649,Bach An Au,1,8/22/1993,79301001649,Dien Bien,327885003,CS000022,Nghien cuu,KH000022,NV001649
NV001650,Ngo Vuong Thuy,1,3/11/1977,79301001650,Vinh Long,820082555,CS000022,Nghien cuu,KH000002,NV001650
NV001651,Duong Phu Nham,1,11/7/1965,79301001651,Son La,812630133,CS000022,Nghien cuu,KH000016,NV001651
NV001652,Dang Dieu Quoc,1,5/14/1990,79301001652,Lang Son,706801350,CS000022,Nghien cuu,KH000016,NV001652
NV001653,Bui Huy Quynh,0,6/23/1951,79301001653,Kon Tum,813822683,CS000022,Nghien cuu,KH000022,NV001653
NV001654,Phuong Ngoc Nham,0,8/1/1995,79301001654,Kien Giang,340327054,CS000022,Nghien cuu,KH000014,NV001654
NV001655,Ngo Dang An,0,1/24/1961,79301001655,Binh Thuan,702462136,CS000022,Nghien cuu,KH000022,NV001655
NV001656,Vo Thi Hai,1,11/1/1986,79301001656,Yen Bai,332526537,CS000023,Nghien cuu,KH000004,NV001656
NV001657,Trung Trong Phe,0,3/24/1976,79301001657,Can Tho,993871758,CS000023,Nghien cuu,KH000009,NV001657
NV001658,Huong Trong Long,0,9/20/1999,79301001658,Gia Lai,911012704,CS000023,Nghien cuu,KH000022,NV001658
NV001659,Lang Van Kien,0,2/18/1991,79301001659,Nam Dinh,324362512,CS000023,Nghien cuu,KH000005,NV001659
NV001660,Phan Xuan Hien,1,7/20/1974,79301001660,Khanh Hoa,326711110,CS000023,Nghien cuu,KH000020,NV001660
NV001661,Hua Gia Pham,0,10/30/1982,79301001661,Ba Ria-Vung Tau,971317361,CS000023,Nghien cuu,KH000006,NV001661
NV001662,Phuong Huy Quoc,0,12/16/1966,79301001662,Phu Yen,796757846,CS000023,Nghien cuu,KH000004,NV001662
NV001663,Ngo Nhu Lang,0,9/27/1997,79301001663,Can Tho,883762878,CS000023,Nghien cuu,KH000023,NV001663
NV001664,Quang Hoang Quang,0,10/4/1999,79301001664,Lam Dong,983188133,CS000023,Nghien cuu,KH000025,NV001664
NV001665,Lac Thanh Canh,1,1/12/1962,79301001665,Nam Dinh,331010201,CS000023,Nghien cuu,KH000017,NV001665
NV001666,Quach Vinh Khuong,0,8/9/1977,79301001666,Nam Dinh,764488206,CS000023,Nghien cuu,KH000011,NV001666
NV001667,Ngo Duc Canh,1,8/14/1950,79301001667,Nghe An,564466845,CS000023,Nghien cuu,KH000024,NV001667
NV001668,Ho Thong Song,1,7/20/1957,79301001668,Phu Yen,760612808,CS000023,Nghien cuu,KH000010,NV001668
NV001669,Trung Hoang Hung,0,10/27/1995,79301001669,Dak Nong,921710525,CS000023,Nghien cuu,KH000002,NV001669
NV001670,Cong Duc Kien,0,4/9/1950,79301001670,Nam Dinh,771830783,CS000023,Nghien cuu,KH000009,NV001670
NV001671,Chu The Quoc,0,4/11/1961,79301001671,Thanh Hoa,818133843,CS000023,Nghien cuu,KH000022,NV001671
NV001672,Phi Thong Cat,1,11/14/1971,79301001672,Da Nang,944507438,CS000023,Nghien cuu,KH000019,NV001672
NV001673,Binh Van Lam,0,6/25/1951,79301001673,Da Nang,560050080,CS000023,Nghien cuu,KH000021,NV001673
NV001674,Chau Phu Chuc,1,3/17/1968,79301001674,Hai Phong,777025020,CS000023,Nghien cuu,KH000014,NV001674
NV001675,Binh Dieu Minh,0,3/14/1953,79301001675,Ha Noi,584334237,CS000023,Nghien cuu,KH000018,NV001675
NV001676,Ngo Xuan An,0,10/18/1954,79301001676,Ho Chi Minh,597840082,CS000023,Nghien cuu,KH000003,NV001676
NV001677,Huynh Trong Chanh,0,2/21/1984,79301001677,Nam Dinh,367137133,CS000023,Nghien cuu,KH000008,NV001677
NV001678,Binh Vinh Lam,0,4/8/1952,79301001678,Da Nang,321764201,CS000023,Nghien cuu,KH000016,NV001678
NV001679,Ly Thi Vinh,0,4/9/1995,79301001679,Long An,594874285,CS000023,Nghien cuu,KH000021,NV001679
NV001680,La Quang Tho,0,7/18/1987,79301001680,Ba Ria-Vung Tau,924745370,CS000023,Nghien cuu,KH000019,NV001680
NV001681,Ngo Kim Cat,0,5/3/1978,79301001681,Kon Tum,988826611,CS000023,Nghien cuu,KH000020,NV001681
NV001682,Quach Minh Luyen,1,2/6/1983,79301001682,Lam Dong,937261862,CS000023,Nghien cuu,KH000010,NV001682
NV001683,Chau Dai Hong,1,9/7/1990,79301001683,Hung Yen,373160821,CS000023,Nghien cuu,KH000013,NV001683
NV001684,Ly Ngoc Manh,1,2/1/1993,79301001684,Hai Duong,858663444,CS000023,Nghien cuu,KH000002,NV001684
NV001685,Vu Vinh Thu,0,11/2/1981,79301001685,Thai Binh,926056162,CS000023,Nghien cuu,KH000003,NV001685
NV001686,Quach Dang Bach,1,3/6/1984,79301001686,Ho Chi Minh,362152036,CS000023,Nghien cuu,KH000012,NV001686
NV001687,Duong Dieu Bang,0,1/26/1985,79301001687,Dak Lak,941855423,CS000023,Nghien cuu,KH000019,NV001687
NV001688,Hua The Danh,1,12/31/1951,79301001688,Thua Thien-Hue,786147725,CS000023,Nghien cuu,KH000003,NV001688
NV001689,Quach Dai Thi,0,3/17/1966,79301001689,Ho Chi Minh,797071442,CS000023,Nghien cuu,KH000012,NV001689
NV001690,Quang Mai Thi,1,2/8/1995,79301001690,Kien Giang,360871383,CS000023,Nghien cuu,KH000006,NV001690
NV001691,Phuong Vinh Nga,0,9/2/1961,79301001691,Ninh Thuan,916212433,CS000023,Nghien cuu,KH000005,NV001691
NV001692,Lac Dieu Phe,0,3/2/1950,79301001692,Da Nang,367833783,CS000023,Nghien cuu,KH000006,NV001692
NV001693,Trung An Quyen,1,11/21/1974,79301001693,Bac Kan,936222274,CS000023,Nghien cuu,KH000010,NV001693
NV001694,Truon An Hanh,1,4/7/1978,79301001694,Kien Giang,922273605,CS000023,Nghien cuu,KH000010,NV001694
NV001695,Nguyen  Hong Thoa,1,9/28/1971,79301001695,Lao Cai,836615880,CS000023,Nghien cuu,KH000001,NV001695
NV001696,Sam Duc Khoi,0,3/17/1958,79301001696,Lam Dong,897738241,CS000023,Nghien cuu,KH000015,NV001696
NV001697,Quang Hoang Huyen,1,10/15/1985,79301001697,Kien Giang,864554335,CS000023,Nghien cuu,KH000012,NV001697
NV001698,Le  Dieu Minh,1,10/6/1994,79301001698,Nam Dinh,838040432,CS000023,Nghien cuu,KH000025,NV001698
NV001699,Hoang Dang Dung,1,2/9/1977,79301001699,Da Nang,926432073,CS000023,Nghien cuu,KH000004,NV001699
NV001700,Lang Gia Long,0,7/8/1973,79301001700,Can Tho,975877745,CS000023,Nghien cuu,KH000004,NV001700
NV001701,Ngo Dang Lam,1,3/24/1973,79301001701,Phu Tho,921133126,CS000023,Nghien cuu,KH000006,NV001701
NV001702,Phung Dai Luan,0,5/10/1994,79301001702,Can Tho,891507764,CS000023,Nghien cuu,KH000013,NV001702
NV001703,Khuong Vuong Niem,1,4/28/1960,79301001703,Ben Tre,887378178,CS000023,Nghien cuu,KH000013,NV001703
NV001704,Bach Phu Thuong,0,5/5/1977,79301001704,Quang Nam,384718826,CS000023,Nghien cuu,KH000024,NV001704
NV001705,Pham Le Bang,0,7/10/1996,79301001705,Quang Tri,791662886,CS000023,Nghien cuu,KH000013,NV001705
NV001706,Hoang Thai Thu,0,6/3/1968,79301001706,Tay Ninh,887052535,CS000024,Nghien cuu,KH000013,NV001706
NV001707,Quan Dang Thuy,0,10/11/1995,79301001707,Binh Dinh,342105323,CS000024,Nghien cuu,KH000022,NV001707
NV001708,Ngo Nhu Lang,1,1/8/1977,79301001708,Kon Tum,591288713,CS000024,Nghien cuu,KH000021,NV001708
NV001709,Do Tan Khoan,0,6/3/1950,79301001709,Thanh Hoa,905663247,CS000024,Nghien cuu,KH000011,NV001709
NV001710,Bach Hoang Duyen,0,2/15/1997,79301001710,Vinh Long,843578730,CS000024,Nghien cuu,KH000005,NV001710
NV001711,Trung Ngoc An,1,7/25/1964,79301001711,Binh Dinh,394240228,CS000024,Nghien cuu,KH000022,NV001711
NV001712,Huynh Thanh Suong,0,11/5/1961,79301001712,Hung Yen,932457176,CS000024,Nghien cuu,KH000001,NV001712
NV001713,Binh Thi Hong,0,6/6/1994,79301001713,Dien Bien,345682842,CS000024,Nghien cuu,KH000006,NV001713
NV001714,Truon Vuong Minh,1,4/19/1961,79301001714,Binh Duong,342301134,CS000024,Nghien cuu,KH000016,NV001714
NV001715,Lanh Hoang Khoan,1,7/14/1966,79301001715,Ha Tinh,935034651,CS000024,Nghien cuu,KH000017,NV001715
NV001716,Quan Hoang Thuy,1,11/20/1974,79301001716,Bac Giang,332546316,CS000024,Nghien cuu,KH000010,NV001716
NV001717,Lac Dang Thoa,1,11/26/1980,79301001717,Khanh Hoa,383644200,CS000024,Nghien cuu,KH000024,NV001717
NV001718,Binh Dang Lieu,1,12/18/1952,79301001718,Binh Dinh,597156716,CS000024,Nghien cuu,KH000019,NV001718
NV001719,Bui Thong Quyen,1,8/29/1992,79301001719,Tra Vinh,896205526,CS000024,Nghien cuu,KH000014,NV001719
NV001720,Phan An Cat,1,11/21/1984,79301001720,Ha Giang,848254207,CS000024,Nghien cuu,KH000007,NV001720
NV001721,Phung Duc Xuyen,1,3/1/1989,79301001721,Nam Dinh,595147743,CS000024,Nghien cuu,KH000001,NV001721
NV001722,Khuong Hieu Khoan,1,8/11/1985,79301001722,Nghe An,883447245,CS000024,Nghien cuu,KH000019,NV001722
NV001723,Quang Dai Lam,0,1/18/1992,79301001723,Dak Nong,931647065,CS000024,Nghien cuu,KH000019,NV001723
NV001724,Truon Huy Hiep,1,1/10/1993,79301001724,Kien Giang,970831614,CS000024,Nghien cuu,KH000013,NV001724
NV001725,Phung Nhu Son,1,11/27/1967,79301001725,Long An,563403562,CS000024,Nghien cuu,KH000023,NV001725
NV001726,Huong Dang Quyen,0,8/17/1962,79301001726,Hoa Binh,761218316,CS000024,Nghien cuu,KH000009,NV001726
NV001727,Chau An Cung,1,9/4/1980,79301001727,Dong Thap,992200811,CS000024,Nghien cuu,KH000025,NV001727
NV001728,Chung Thanh Duyen,1,10/28/1954,79301001728,Dien Bien,822016457,CS000024,Nghien cuu,KH000004,NV001728
NV001729,Quach Thanh Anh,0,9/11/1954,79301001729,Yen Bai,824000125,CS000024,Nghien cuu,KH000023,NV001729
NV001730,Tran Duc Bich,0,5/4/1955,79301001730,Can Tho,761456873,CS000024,Nghien cuu,KH000019,NV001730
NV001731,La Tan Ban,0,11/13/1974,79301001731,Tuyen Quang,766200643,CS000024,Nghien cuu,KH000005,NV001731
NV001732,Ngo Hoang Luan,0,6/7/1961,79301001732,Bac Lieu,903462874,CS000024,Nghien cuu,KH000002,NV001732
NV001733,Sam Vinh Tho,1,8/16/1955,79301001733,Nghe An,775424013,CS000024,Nghien cuu,KH000018,NV001733
NV001734,Huong Tan Cuc,1,9/3/1985,79301001734,Binh Dinh,374255852,CS000024,Nghien cuu,KH000014,NV001734
NV001735,Khuong Hung Thy,1,10/14/1978,79301001735,Binh Duong,581884664,CS000024,Nghien cuu,KH000016,NV001735
NV001736,Binh Thanh Quyen,1,10/28/1963,79301001736,Kien Giang,834487370,CS000024,Nghien cuu,KH000018,NV001736
NV001737,Lanh Ha An,0,5/18/1966,79301001737,Bac Ninh,776185156,CS000024,Nghien cuu,KH000014,NV001737
NV001738,Huynh Thu Bich,1,10/31/1970,79301001738,Hai Phong,390424560,CS000024,Nghien cuu,KH000016,NV001738
NV001739,Quan An Luyen,0,12/12/1991,79301001739,Long An,868620418,CS000024,Nghien cuu,KH000019,NV001739
NV001740,Quan Hoang Hong,0,4/24/1988,79301001740,Thai Binh,831370346,CS000024,Nghien cuu,KH000005,NV001740
NV001741,Cong Gia Luyen,1,6/23/1974,79301001741,Long An,931130817,CS000024,Nghien cuu,KH000001,NV001741
NV001742,Chu An Bach,1,5/21/1961,79301001742,Ca Mau,565884282,CS000024,Nghien cuu,KH000003,NV001742
NV001743,Le  Thanh Huong,0,5/10/1975,79301001743,Ba Ria-Vung Tau,783081002,CS000024,Nghien cuu,KH000005,NV001743
NV001744,Phan Thai Nguyen,1,11/8/1996,79301001744,Hau Giang,853031736,CS000024,Nghien cuu,KH000011,NV001744
NV001745,Tran Gia Luyen,1,12/19/1988,79301001745,Lao Cai,381560421,CS000024,Nghien cuu,KH000007,NV001745
NV001746,Trung Hoang Lang,1,7/15/1970,79301001746,Hoa Binh,567663752,CS000024,Nghien cuu,KH000018,NV001746
NV001747,Ngo An Cung,1,8/18/1959,79301001747,Binh Duong,385666073,CS000024,Nghien cuu,KH000011,NV001747
NV001748,Le  Dinh Vinh,1,5/3/1995,79301001748,Phu Tho,855452122,CS000024,Nghien cuu,KH000025,NV001748
NV001749,Le  The Au,0,7/30/1981,79301001749,Ba Ria-Vung Tau,346280126,CS000024,Nghien cuu,KH000019,NV001749
NV001750,Chung Thong Xuyen,1,1/27/1984,79301001750,Dak Nong,380462817,CS000024,Nghien cuu,KH000003,NV001750
NV001751,Binh Dieu Boc,1,6/24/1961,79301001751,Khanh Hoa,906217025,CS000024,Nghien cuu,KH000023,NV001751
NV001752,Phi Quo Phong,0,8/25/1998,79301001752,Dong Thap,394823654,CS000024,Nghien cuu,KH000004,NV001752
NV001753,Lanh Hung Quynh,1,6/27/1954,79301001753,Phu Yen,981172647,CS000024,Nghien cuu,KH000018,NV001753
NV001754,Ngo Gia Ba,0,9/11/1973,79301001754,Da Nang,855347534,CS000024,Nghien cuu,KH000002,NV001754
NV001755,Chu Hieu Cong,1,2/25/1963,79301001755,Ha Nam,788163506,CS000024,Nghien cuu,KH000012,NV001755
NV001756,Pham Ngoc Uyen,0,8/2/1986,79301001756,Bac Kan,793736265,CS000025,Nghien cuu,KH000002,NV001756
NV001757,Chau Le Chi,1,6/13/1965,79301001757,Yen Bai,844426783,CS000025,Nghien cuu,KH000005,NV001757
NV001758,Lanh Duy Lam,0,4/13/1960,79301001758,Vinh Long,704773170,CS000025,Nghien cuu,KH000015,NV001758
NV001759,Chung Le Long,0,6/28/1995,79301001759,Long An,704557005,CS000025,Nghien cuu,KH000002,NV001759
NV001760,Bach An Hai,0,9/14/1980,79301001760,Binh Duong,396025506,CS000025,Nghien cuu,KH000015,NV001760
NV001761,Hoang Dieu Nam,0,12/13/1992,79301001761,Cao Bang,565054766,CS000025,Nghien cuu,KH000008,NV001761
NV001762,Phuong Mai Loan,0,11/6/1989,79301001762,Ca Mau,377053865,CS000025,Nghien cuu,KH000022,NV001762
NV001763,Bach Thu Chu,1,10/16/1967,79301001763,Ba Ria-Vung Tau,817581054,CS000025,Nghien cuu,KH000003,NV001763
NV001764,Dang Quo Quang,1,4/4/1962,79301001764,Ben Tre,355530183,CS000025,Nghien cuu,KH000025,NV001764
NV001765,Nguyen  Hong Xuyen,1,12/18/1952,79301001765,Binh Thuan,925066600,CS000025,Nghien cuu,KH000001,NV001765
NV001766,Huynh Huy Chi,0,2/6/1963,79301001766,Ha Nam,568783430,CS000025,Nghien cuu,KH000017,NV001766
NV001767,Huong Kim Niem,0,12/22/1970,79301001767,Nghe An,700541170,CS000025,Nghien cuu,KH000021,NV001767
NV001768,La Gia Nga,0,11/4/1983,79301001768,Gia Lai,704821287,CS000025,Nghien cuu,KH000013,NV001768
NV001769,Quach Dinh Lang,0,10/18/1998,79301001769,Ninh Binh,825068784,CS000025,Nghien cuu,KH000021,NV001769
NV001770,Tran Dai Bach,0,3/4/1966,79301001770,Long An,812041210,CS000025,Nghien cuu,KH000012,NV001770
NV001771,Dang Van Chu,0,10/24/1950,79301001771,Ba Ria-Vung Tau,775162003,CS000025,Nghien cuu,KH000020,NV001771
NV001772,Ly Quang Niem,0,4/26/1951,79301001772,Dong Nai,825305810,CS000025,Nghien cuu,KH000012,NV001772
NV001773,Hinh Phu Kiet,0,4/9/1955,79301001773,Dien Bien,961234021,CS000025,Nghien cuu,KH000017,NV001773
NV001774,Lang Tan Chu,1,12/2/1979,79301001774,Son La,764282066,CS000025,Nghien cuu,KH000013,NV001774
NV001775,Bui Thu Xuyen,1,2/17/1957,79301001775,Dak Nong,377140172,CS000025,Nghien cuu,KH000014,NV001775
NV001776,Hua Mai Minh,0,5/31/1963,79301001776,Hoa Binh,775146160,CS000025,Nghien cuu,KH000003,NV001776
NV001777,Vu Dai Xuong,1,10/1/1978,79301001777,Binh Duong,371853125,CS000025,Nghien cuu,KH000020,NV001777
NV001778,Lanh Xuan Khoi,1,7/7/1969,79301001778,Thua Thien-Hue,706624450,CS000025,Nghien cuu,KH000021,NV001778
NV001779,Quan Gia Thinh,0,1/17/1969,79301001779,Son La,764052487,CS000025,Nghien cuu,KH000006,NV001779
NV001780,Quach Duy Thoa,1,11/10/1989,79301001780,Gia Lai,786720704,CS000025,Nghien cuu,KH000002,NV001780
NV001781,Vu Kim Song,1,7/3/1999,79301001781,Dien Bien,764547287,CS000025,Nghien cuu,KH000015,NV001781
NV001782,Huong Minh Vinh,1,8/10/1978,79301001782,Ha Giang,882271763,CS000025,Nghien cuu,KH000010,NV001782
NV001783,Sam Hoang Chuong,0,2/26/1973,79301001783,Nam Dinh,365244014,CS000025,Nghien cuu,KH000009,NV001783
NV001784,Bui Thi Cao,0,9/12/1969,79301001784,Hai Duong,353411346,CS000025,Nghien cuu,KH000019,NV001784
NV001785,Vo Quo Chuong,0,5/7/1999,79301001785,Khanh Hoa,964737023,CS000025,Nghien cuu,KH000007,NV001785
NV001786,Khuong Vinh Khuong,0,11/27/1998,79301001786,Kon Tum,990426374,CS000025,Nghien cuu,KH000024,NV001786
NV001787,Lanh Van Ba,0,6/19/1971,79301001787,Lang Son,860805841,CS000025,Nghien cuu,KH000012,NV001787
NV001788,Lac Dai Boc,1,3/16/1953,79301001788,Nghe An,886833877,CS000025,Nghien cuu,KH000007,NV001788
NV001789,Huynh Hieu Phe,0,11/1/1956,79301001789,Bac Lieu,860428276,CS000025,Nghien cuu,KH000004,NV001789
NV001790,Hinh Hong Khanh,0,3/11/1990,79301001790,Quang Ninh,582858268,CS000025,Nghien cuu,KH000022,NV001790
NV001791,Pham Thu Phong,0,8/11/1971,79301001791,Thua Thien-Hue,391688755,CS000025,Nghien cuu,KH000010,NV001791
NV001792,Tran Thanh Sinh,0,10/6/1969,79301001792,Phu Tho,892535572,CS000025,Nghien cuu,KH000019,NV001792
NV001793,Ly Anh Cung,1,6/9/1966,79301001793,Ha Giang,700166822,CS000025,Nghien cuu,KH000016,NV001793
NV001794,Chung Quang Khoa,0,10/29/1955,79301001794,Ninh Thuan,378081168,CS000025,Nghien cuu,KH000009,NV001794
NV001795,Sam Vuong Son,1,1/24/1993,79301001795,Ha Nam,972782182,CS000025,Nghien cuu,KH000019,NV001795
