mabn,macsyt,ten,cmnd,ngsinh,sonha,duong,quan,tinh,tsbenh,tsbenhgd,diung,matkhau
BN005100,CS000039,Khuong Thanh Minh,79201005100,10/8/1979,1613,Bach Mai,Long Bien,Nghe An,,,Diazolidinyl ure,BN005100
BN005101,CS000016,Dang Xuan Thuong,79201005101,9/8/1991,2089,Trinh Van Can,Le Chan,Ha Tinh,,,,BN005101
BN005102,CS000024,Quach Le Vuong,79201005102,2/25/1955,1383,Nguyen Thien Thuat,Thanh Xuan,Son La,,Benh dong kinh ,,BN005102
BN005103,CS000039,Do Vuong Thu,79201005103,11/16/1993,2529,Nguyen Thai Binh,Ba Dinh,Ha Giang,,,,BN005103
BN005104,CS000011,Lac Thanh Hue,79201005104,11/27/1994,934,Le Loi,Cam Le,Quang Nam,,Hoi chung Klinefelter,,BN005104
BN005105,CS000050,Chu Tan Long,79201005105,9/13/1957,1054,Ly Tu Trong,3,Ninh Binh,,,Mercapto hon hop,BN005105
BN005106,CS000013,Vo The Nghia,79201005106,5/9/1965,3287,Le Anh Xuan,Binh Thanh,Kon Tum,,,,BN005106
BN005107,CS000004,Quach Kim Bach,79201005107,5/11/1999,543,Trinh Van Can,Hai Chau,Ha Nam,,,Bacitracin,BN005107
BN005108,CS000009,Phi Thong Nham,79201005108,11/6/1964,598,Bach Mai,9,Binh Thuan,,Benh dong kinh ,Bacitracin,BN005108
BN005109,CS000043,Lanh Hoang Cuc,79201005109,4/23/1993,191,Le Thanh Ton,11,Hau Giang,,,,BN005109
BN005110,CS000036,Nguyen  Ba Son,79201005110,11/16/1984,2869,Ham Nghi,Duong Kinh,Dien Bien,,,,BN005110
BN005111,CS000009,Nguyen  Ha Cat,79201005111,7/19/1984,4203,Phan Chu Trinh,Binh Thuy,Binh Duong,,,Mercaptobenzothiazole,BN005111
BN005112,CS000041,Quan Le Hai,79201005112,4/17/1957,787,Dong Xuan,Hai Chau,Phu Yen,,Benh mau kho dong ,,BN005112
BN005113,CS000014,Do Anh Hiep,79201005113,7/30/1999,1477,Trung Nhi,Hoang Sa,Kien Giang,,,Bronopol,BN005113
BN005114,CS000020,Phan Kim Suong,79201005114,7/11/1976,353,Ham Nghi,Dong Da,Ha Nam,,,Bronopol,BN005114
BN005115,CS000047,Pham Thu Lang,79201005115,4/22/1984,2226,Pham Ngu Lao,Tan Binh,Hung Yen,,Benh tim ,Balsam của Peru,BN005115
BN005116,CS000027,Ly Vinh Thuan,79201005116,2/2/1950,1340,Ham Nghi,2,Yen Bai,,,,BN005116
BN005117,CS000026,Vo Thanh Huy,79201005117,4/11/1982,4456,Phan Chu Trinh,Ba Dinh,Ba Ria-Vung Tau,,Benh tim ,,BN005117
BN005118,CS000021,Hua Le Cuc,79201005118,10/29/1998,2561,Bui Thi Xuan,Tan Phu,Bac Lieu,,Benh bach tang,,BN005118
BN005119,CS000025,Hua Trong Thi,79201005119,6/25/1967,4531,Phan Chu Trinh,Ninh Kieu,Lao Cai,,Hoi chung Down ,Kali diicat,BN005119
BN005120,CS000037,Trung Hung Quoc,79201005120,11/27/1966,2318,Cach Mang Thang Tam,Lien Chieu,Tra Vinh,,Benh dong kinh ,,BN005120
BN005121,CS000031,Hoang Vuong Chuong,79201005121,9/20/1997,3201,Dang Tran Con,Hoang Mai,Kon Tum,,,,BN005121
BN005122,CS000021,Vo Thanh Suong,79201005122,11/13/1966,3047,Nam Ky Khoi Nghia,6,Lao Cai,,Cao huyet ap,,BN005122
BN005123,CS000003,Dang Dai Khanh,79201005123,9/28/1971,355,Nguyen Thai Hoc,3,Quang Binh,,,Hon hop Caine,BN005123
BN005124,CS000039,Le  Hung Son,79201005124,7/9/1964,1901,Le Thanh Ton,Binh Tan,Ho Chi Minh,,,Balsam của Peru,BN005124
BN005125,CS000037,Quan The Cuong,79201005125,4/19/1958,873,Tran Hung Dao,Binh Thuy,Phu Tho,,Cao huyet ap,,BN005125
BN005126,CS000007,Ho Phu Nhiem,79201005126,2/25/1998,466,Nam Ky Khoi Nghia,Tu Liem,Quang Ninh,,Hoi chung Turner,,BN005126
BN005127,CS000050,Huong Duy Lang,79201005127,1/13/1982,2729,Ham Nghi,Kien An,Da Nang,,,,BN005127
BN005128,CS000043,Lanh Thong Huong,79201005128,7/24/1977,2290,Nguyen Thai Hoc,1,Son La,,Hoi chung Klinefelter,,BN005128
BN005129,CS000031,Ngo Dinh Dung,79201005129,10/24/1954,3671,Truong Dinh,9,Tra Vinh,,,,BN005129
BN005130,CS000039,Sam Thi Hue,79201005130,12/30/1996,4408,Trung Nhi,Hong Bang,Vinh Long,,,,BN005130
BN005131,CS000014,Pham Xuan Thuy,79201005131,4/1/1960,586,Bui Vien,Kien An,Ninh Thuan,,,Bronopol,BN005131
BN005132,CS000046,Lang Hoang Boc,79201005132,4/23/1974,2422,Vo Van Kiet,3,Nghe An,,Hoi chung Klinefelter,,BN005132
BN005133,CS000014,Ngo Ba An,79201005133,1/11/1975,2018,Trung Nhi,Hong Bang,Ninh Thuan,,,Budesonide,BN005133
BN005134,CS000049,Trung Thu Phi,79201005134,8/25/1983,2153,Le Thi Rieng,Thu Duc,Vinh Long,,Hoi chung Klinefelter,Bronopol,BN005134
BN005135,CS000023,Dang Xuan Hanh,79201005135,7/25/1998,718,Trung Trac,Binh Tan,Kien Giang,,Hoi chung Down ,,BN005135
BN005136,CS000049,Phan Dang Khoan,79201005136,11/6/1980,82,Cong Quynh ,Ngo Quyen,Phu Yen,,,Bacitracin,BN005136
BN005137,CS000047,Pham Vinh Luong,79201005137,4/16/1998,804,Bach Mai,Son Tra,Nghe An,,,Budesonide,BN005137
BN005138,CS000007,Lang Minh Bang,79201005138,4/28/1967,1276,Pham Hong Thai,9,Tien Giang,,Hoi chung Down ,Hon hop cao su den ,BN005138
BN005139,CS000032,Sam Thu Long,79201005139,5/12/1999,957,Trung Trac,Lien Chieu,Binh Thuan,,Benh bach tang,Diazolidinyl ure,BN005139
BN005140,CS000050,Hua Tan Phe,79201005140,5/31/1986,164,Ho Tung Mau,Cai Rang,Ben Tre,,,,BN005140
BN005141,CS000028,Phan Van Ban,79201005141,5/26/1997,3862,Nguyen Cong Tru,Thanh Xuan,Binh Duong,,Benh mu mau ,,BN005141
BN005142,CS000039,Khuong Dai Hien,79201005142,6/24/1963,1488,Cach Mang Thang Tam,Duong Kinh,Quang Binh,,,,BN005142
BN005143,CS000032,Thinh An Quang,79201005143,12/5/1998,3695,Trung Trac,Go Vap,Gia Lai,,Benh dong kinh ,,BN005143
BN005144,CS000015,Hua Hoang Hiep,79201005144,11/26/1959,1592,Dong Xuan,Ba Dinh,Quang Nam,,,Budesonide,BN005144
BN005145,CS000046,Quan Thanh Chu,79201005145,5/27/1963,3237,De Tham,Tu Liem,Soc Trang,,,,BN005145
BN005146,CS000024,Huynh Thi Xuong,79201005146,3/6/1991,389,Le Thanh Ton,Tan Phu,An Giang,,,Bronopol,BN005146
BN005147,CS000011,Pham Dieu Phuong,79201005147,11/8/1998,3263,De Tham,Tan Binh,Yen Bai,,,,BN005147
BN005148,CS000034,Do Tan Dung,79201005148,11/21/1975,4002,Le Anh Xuan,Le Chan,Binh Dinh,,Benh tieu duong ,Hon hop cao su den ,BN005148
BN005149,CS000033,Pham Minh Luong,79201005149,6/15/1962,4619,Dang Tran Con,1,Thai Binh,,,,BN005149
BN005150,CS000041,Nguyen  Ba Au,79201005150,4/15/1973,4706,Truong Dinh,Hai Chau,Phu Yen,,,,BN005150
BN005151,CS000044,Khuong Thanh Niem,79201005151,3/24/2000,4557,Nam Ky Khoi Nghia,8,Dak Nong,,Benh mau kho dong ,Hon hop Carba,BN005151
BN005152,CS000040,Vu An Hanh,79201005152,4/12/1966,2066,Le Thanh Ton,Tu Liem,Ca Mau,,,Bronopol,BN005152
BN005153,CS000013,Quang Nhu Boc,79201005153,6/24/1983,2347,Truong Dinh,Hoan Kiem,Lam Dong,,Hoi chung Turner,Mercaptobenzothiazole,BN005153
BN005154,CS000003,Dang Quang Duyen,79201005154,4/22/1956,2471,Bui Vien,Hoang Mai,Ha Noi,,,,BN005154
BN005155,CS000034,Lanh Mai Ai,79201005155,7/9/1954,85,Phan Chu Trinh,6,Bac Kan,,Benh tim ,,BN005155
BN005156,CS000023,Hinh Le Luan,79201005156,1/25/1957,4536,Le Loi,Tu Liem,Quang Binh,,,,BN005156
BN005157,CS000024,Vo Le Bich,79201005157,6/11/1997,1523,Ly Tu Trong,7,Soc Trang,,,,BN005157
BN005158,CS000006,Tran Trong Ba,79201005158,8/15/1997,2507,Giai Phong,11,Dak Nong,,Benh dong kinh ,,BN005158
BN005159,CS000025,Do Quo Tho,79201005159,12/23/1960,3840,Nguyen Du,12,Ha Noi,,Hoi chung Turner,Mercaptobenzothiazole,BN005159
BN005160,CS000005,Cong Dang Luyen,79201005160,10/6/1957,710,Bach Mai,Thot Not,Ca Mau,,,Budesonide,BN005160
BN005161,CS000012,Ly Quang An,79201005161,2/2/1998,358,De Tham,Thot Not,Bac Kan,,,,BN005161
BN005162,CS000036,Phuong Viet Khoan,79201005162,1/20/1976,2039,Ho Tung Mau,Go Vap,Dien Bien,,Benh mau kho dong ,Diazolidinyl ure,BN005162
BN005163,CS000045,La Ngoc Son,79201005163,9/11/2000,2905,Ba Trieu,1,An Giang,,,,BN005163
BN005164,CS000020,Phung Dieu Niem,79201005164,1/7/1972,399,Dong Xuan,Binh Thuy,Nghe An,,,Mercapto hon hop,BN005164
BN005165,CS000043,La Viet Luyen,79201005165,3/8/1959,4758,Nguyen Trung Truc,Do Son,Bac Kan,,,Bronopol,BN005165
BN005166,CS000044,Vu Dinh Khuong,79201005166,8/1/1957,48,Bui Thi Xuan,Go Vap,Thai Binh,,Hoi chung Turner,Budesonide,BN005166
BN005167,CS000038,Vo Vinh Khoi,79201005167,12/31/2000,1765,Le Thi Rieng,Hoang Mai,Bac Ninh,,Benh mu mau ,,BN005167
BN005168,CS000043,Chau Xuan Thuy,79201005168,4/24/1956,623,Phan Boi Chau,Go Vap,Bac Lieu,,,,BN005168
BN005169,CS000014,Cong Minh Thuy,79201005169,11/7/1995,1656,Pham Ngu Lao,Hoang Sa,Lang Son,,Benh tieu duong ,Kali diicat,BN005169
BN005170,CS000011,Truon Viet Chau,79201005170,10/11/1984,692,Nguyen Cong Tru,Hai An,Binh Phuoc,,Benh mau kho dong ,Diazolidinyl ure,BN005170
BN005171,CS000017,Hinh Thanh Tho,79201005171,6/10/1979,2709,Bai Say,11,Bac Giang,,Hoi chung Turner,Mercapto hon hop,BN005171
BN005172,CS000035,Pham Gia Hue,79201005172,9/21/1985,1444,Le Anh Xuan,Ha Dong ,Phu Tho,,,,BN005172
BN005173,CS000001,Chu Dai Chinh,79201005173,6/11/1960,3174,Bach Mai,Son Tra,Thua Thien-Hue,,Benh tim ,Kali diicat,BN005173
BN005174,CS000044,Ly Nhu Thi,79201005174,12/30/1993,3038,Pho Hue,1,Kon Tum,,,Hon hop Carba,BN005174
BN005175,CS000011,Quan Thu Kiet,79201005175,4/10/1996,3777,Bach Mai,Cai Rang,Dak Lak,,Hoi chung Down ,,BN005175
BN005176,CS000011,Ngo Thai Nga,79201005176,5/17/1966,4164,Giai Phong,Ba Dinh,Vinh Long,,,,BN005176
BN005177,CS000042,Le  Ngoc Ly,79201005177,1/4/1964,4032,Hai Ba Trung,Tu Liem,Quang Ngai,,Benh tim ,,BN005177
BN005178,CS000005,Huong Duc Kiet,79201005178,1/9/1966,1189,Nguyen Trai,11,Binh Thuan,,Benh dong kinh ,,BN005178
BN005179,CS000047,Quang Van Khoi,79201005179,1/28/2000,3763,Nguyen Trai,Hoang Sa,Dak Nong,,Hoi chung Down ,Budesonide,BN005179
BN005180,CS000031,Sam Nhu Cao,79201005180,10/14/1989,1819,Cong Quynh ,Hoa Vang,Ha Noi,,,Balsam của Peru,BN005180
BN005181,CS000018,Ngo Kim Hong,79201005181,6/4/1999,4966,Nguyen Thi Minh Khai,Ngu Hanh Son,Soc Trang,,Cao huyet ap,Imidazolidinyl ure,BN005181
BN005182,CS000025,Hoang Duy Yen,79201005182,1/28/1979,3960,Pham Ngu Lao,4,Bac Kan,,Hoi chung Turner,,BN005182
BN005183,CS000008,Thinh Vuong Luyen,79201005183,8/21/1995,1116,Bui Thi Xuan,Lien Chieu,Quang Ngai,,Benh tim ,,BN005183
BN005184,CS000049,Ngo Dieu Bach,79201005184,3/13/1962,1105,Pham Ngu Lao,Dong Da,Ha Noi,,,,BN005184
BN005185,CS000012,Quang Hung Nam,79201005185,12/5/1990,3565,Nguyen Thien Thuat,12,Quang Binh,,,Diazolidinyl ure,BN005185
BN005186,CS000038,Chu An Thuan,79201005186,12/13/1953,1557,Pham Hong Thai,Dong Da,Kon Tum,,Benh mu mau ,,BN005186
BN005187,CS000030,Do The Huy,79201005187,2/17/1978,1554,Trung Trac,Thu Duc,Quang Ninh,,Hoi chung Klinefelter,,BN005187
BN005188,CS000048,Bui Trong Kien,79201005188,9/12/1983,2322,Ham Nghi,Thanh Xuan,Quang Ngai,,Benh tieu duong ,Imidazolidinyl ure,BN005188
BN005189,CS000038,Cong Thong Phuc,79201005189,9/27/1976,4053,Nguyen Trai,12,Ba Ria-Vung Tau,,Benh dong kinh ,Diazolidinyl ure,BN005189
BN005190,CS000046,Huong Ngoc Boc,79201005190,8/19/1985,172,Le Anh Xuan,Son Tra,Tay Ninh,,Benh mau kho dong ,,BN005190
BN005191,CS000034,Bach Kim Kien,79201005191,8/28/1961,642,Le Anh Xuan,9,Lam Dong,,Benh bach tang,Bacitracin,BN005191
BN005192,CS000050,Dang Ba Nhiem,79201005192,9/2/1986,1003,Nguyen Du,Hoa Vang,Bac Lieu,,Hoi chung Turner,Imidazolidinyl ure,BN005192
BN005193,CS000001,Pham Vuong Xuong,79201005193,4/15/1982,1903,Truong Dinh,Tay Ho,Hai Duong,,,Hon hop cao su den ,BN005193
BN005194,CS000046,Lanh The Bich,79201005194,7/27/1991,2912,Vo Van Kiet,Hoang Mai,Ho Chi Minh,,,,BN005194
BN005195,CS000029,Lanh Thi Khoi,79201005195,2/15/1970,2168,Le Anh Xuan,9,Long An,,Hoi chung Klinefelter,,BN005195
BN005196,CS000021,Truon Dieu Yen,79201005196,9/25/1987,1316,Phan Boi Chau,Ha Dong ,An Giang,,Hoi chung Klinefelter,,BN005196
BN005197,CS000023,Trung Quang Binh,79201005197,1/2/1956,4377,Le Loi,Phu Nhuan,Ha Tinh,,,Ethylenediamine,BN005197
BN005198,CS000034,Quach Ha Quoc,79201005198,10/7/1956,3925,Dang Thi Nhu,Thot Not,Hai Duong,,Hoi chung Down ,Bacitracin,BN005198
BN005199,CS000029,Sam Van Phe,79201005199,9/21/1979,3553,Nguyen Trung Truc,Phu Nhuan,Tuyen Quang,,,Hon hop Carba,BN005199
BN005200,CS000020,Nguyen  Kim Luan,79201005200,3/5/1978,3404,Bui Thi Xuan,2,Lang Son,,,,BN005200
BN005201,CS000019,Huong Dai Suong,79201005201,1/2/1963,1338,Nguyen Thai Hoc,Thanh Xuan,Kon Tum,,Benh tieu duong ,,BN005201
BN005202,CS000037,Chung Van Chuong,79201005202,3/1/1985,2347,Nguyen Thai Hoc,Hai An,Thanh Hoa,,,Budesonide,BN005202
BN005203,CS000020,Phan Trong Luyen,79201005203,1/28/1992,2030,Trung Trac,12,Cao Bang,,,,BN005203
BN005204,CS000046,Quach Hoang Ai,79201005204,10/7/1957,1837,Nguyen Thien Thuat,Hoang Mai,Ha Giang,,Benh tim ,,BN005204
BN005205,CS000013,Lanh The Yen,79201005205,8/21/1970,3367,Nguyen Trung Truc,Hoan Kiem,Thai Binh,,Benh mau kho dong ,,BN005205
BN005206,CS000038,Cong Hong Ban,79201005206,7/17/1983,1650,Phan Boi Chau,5,Thai Nguyen,,,,BN005206
BN005207,CS000019,Quach Duy Anh,79201005207,8/20/1956,1461,Hai Ba Trung,Thanh Xuan,Bac Ninh,,Benh mu mau ,Balsam của Peru,BN005207
BN005208,CS000017,Hoang Viet Phuong,79201005208,4/16/1954,4651,Pham Ngu Lao,Ha Dong ,Cao Bang,,Hoi chung Down ,,BN005208
BN005209,CS000009,Cong Xuan Huong,79201005209,2/26/1974,4744,Cong Quynh ,Long Bien,Yen Bai,,,Disperse blue 106,BN005209
BN005210,CS000025,Quan Gia Hung,79201005210,11/13/1999,3587,Dang Thi Nhu,Tu Liem,Binh Dinh,,,,BN005210
BN005211,CS000033,Sam Dang Hue,79201005211,11/4/1999,2954,Pho Hue,Binh Thanh,Ho Chi Minh,,Benh bach tang,,BN005211
BN005212,CS000047,Ho Thai Chu,79201005212,9/15/1952,3685,Trinh Van Can,Kien An,Thua Thien-Hue,,,Bacitracin,BN005212
BN005213,CS000018,Ho The Nghia,79201005213,8/9/1969,706,Nguyen Cong Tru,8,Binh Dinh,,,Bronopol,BN005213
BN005214,CS000003,Bach Thanh Vuong,79201005214,4/24/1988,364,Le Thi Rieng,Cai Rang,Ho Chi Minh,,Hoi chung Klinefelter,Disperse blue 106,BN005214
BN005215,CS000033,Phung Thi Vuong,79201005215,6/25/1953,2020,Le Anh Xuan,Hai An,Tuyen Quang,,,,BN005215
BN005216,CS000033,Ho Duc Huong,79201005216,8/18/1986,4859,Nam Ky Khoi Nghia,Hoang Mai,Tay Ninh,,,Diazolidinyl ure,BN005216
BN005217,CS000032,Lac Hong Khanh,79201005217,5/21/1985,470,Nguyen Thien Thuat,Thanh Xuan,Hau Giang,,Benh dong kinh ,Quaternium,BN005217
BN005218,CS000024,Hinh Phu Luan,79201005218,6/11/1957,2263,Dong Xuan,Kien An,Bac Lieu,,,,BN005218
BN005219,CS000042,Quach Thi Cung,79201005219,6/28/1996,2016,Dang Thi Nhu,Cam Le,Ba Ria-Vung Tau,,,,BN005219
BN005220,CS000034,Khuong Ba Chau,79201005220,3/28/1952,1699,Phan Chu Trinh,Duong Kinh,Tra Vinh,,,Disperse blue 106,BN005220
BN005221,CS000030,Dang Trong Luyen,79201005221,11/6/1976,4511,Trung Trac,Go Vap,Binh Duong,,Benh dong kinh ,,BN005221
BN005222,CS000017,Phuong An Cuc,79201005222,10/15/2000,4021,Ba Trieu,12,Tien Giang,,Hoi chung Down ,,BN005222
BN005223,CS000029,Thinh Ba Hong,79201005223,11/11/1951,1050,Pham Hong Thai,1,Quang Ngai,,Hoi chung Klinefelter,Bacitracin,BN005223
BN005224,CS000023,Huong Dai Chinh,79201005224,2/17/1992,2814,Cach Mang Thang Tam,Hai Chau,Cao Bang,,,Imidazolidinyl ure,BN005224
BN005225,CS000011,Phung Le Long,79201005225,3/8/1951,4448,Vo Van Kiet,Phu Nhuan,Quang Ngai,,Hoi chung Klinefelter,,BN005225
BN005226,CS000046,Lanh Hoang Khanh,79201005226,11/9/1954,1823,Trinh Van Can,Kien An,Binh Dinh,,,Mercapto hon hop,BN005226
BN005227,CS000022,Phuong The Cuong,79201005227,11/6/2000,1718,Phan Van Truong,8,Bac Giang,,,Bronopol,BN005227
BN005228,CS000034,Vu Dang Va,79201005228,10/7/1970,1593,Dang Tran Con,Ha Dong ,Hung Yen,,,Hon hop Caine,BN005228
BN005229,CS000036,Ngo Dang Loan,79201005229,10/1/1966,665,Pho Hue,Hoa Vang,Bac Giang,,,,BN005229
BN005230,CS000002,Hoang Mai Thu,79201005230,1/1/1976,2222,Le Anh Xuan,2,Ho Chi Minh,,,,BN005230
BN005231,CS000007,Pham Anh Khanh,79201005231,7/15/1977,1473,Le Lai,Binh Thuy,Hai Phong,,,Mercapto hon hop,BN005231
BN005232,CS000015,Quan Gia Nham,79201005232,12/8/1983,2463,Bui Thi Xuan,11,Tien Giang,,Benh bach tang,Bacitracin,BN005232
BN005233,CS000012,Vo Gia Yen,79201005233,5/4/1970,1196,Dang Tran Con,9,Vinh Long,,Benh dong kinh ,,BN005233
BN005234,CS000038,Chung Minh Quyen,79201005234,4/21/1956,4109,Nam Ky Khoi Nghia,Tay Ho,Soc Trang,,,Ethylenediamine,BN005234
BN005235,CS000027,Phung Dai Luong,79201005235,12/13/1955,269,Le Thi Rieng,Son Tra,Thua Thien-Hue,,,,BN005235
BN005236,CS000044,Huong Hieu Thu,79201005236,2/6/1950,4669,Ho Tung Mau,4,Lang Son,,,Budesonide,BN005236
BN005237,CS000045,Hua Trong Hanh,79201005237,5/14/1994,4852,Nguyen Thi Minh Khai,Dong Da,Bac Lieu,,Hoi chung Klinefelter,,BN005237
BN005238,CS000020,Khuong Hung Son,79201005238,7/30/1988,4924,Nguyen Trung Truc,Hong Bang,Vinh Long,,Cao huyet ap,,BN005238
BN005239,CS000036,Bach Duy Vy,79201005239,4/27/1993,2997,Nguyen Du,Thot Not,Tra Vinh,,,,BN005239
BN005240,CS000042,Ho An Vuong,79201005240,6/10/1955,259,Bach Mai,Thot Not,Ninh Binh,,Benh mau kho dong ,Hon hop cao su den ,BN005240
BN005241,CS000049,Ho Thanh Cuc,79201005241,12/28/1966,353,Le Loi,Tay Ho,Hoa Binh,,Benh tieu duong ,,BN005241
BN005242,CS000049,Do Gia Phe,79201005242,6/14/1957,1013,Trung Nhi,Do Son,Hai Phong,,,,BN005242
BN005243,CS000028,Pham Dai Chi,79201005243,1/24/1965,3772,Dang Tran Con,Binh Thanh,Vinh Long,,Benh mu mau ,Mercapto hon hop,BN005243
BN005244,CS000019,Bach An Thinh,79201005244,6/3/1971,588,Le Lai,5,Binh Thuan,,,,BN005244
BN005245,CS000034,Quan Hong Cao,79201005245,7/29/1951,2666,Giai Phong,Tan Phu,Hung Yen,,,Balsam của Peru,BN005245
BN005246,CS000042,Do Thanh Vinh,79201005246,1/18/1978,14,Phan Van Truong,Binh Thuy,Khanh Hoa,,,,BN005246
BN005247,CS000009,Dang Gia Quyen,79201005247,12/18/1965,1914,Nguyen Thai Binh,Duong Kinh,Ninh Binh,,,,BN005247
BN005248,CS000034,Quach Mai Bang,79201005248,8/17/1959,3618,Le Thi Rieng,11,Dien Bien,,Benh mu mau ,Bacitracin,BN005248
BN005249,CS000014,Hoang Dai Thy,79201005249,9/2/1972,4612,Pham Hong Thai,Hai Ba Trung,Lam Dong,,,Ethylenediamine,BN005249
BN005250,CS000018,Sam Hoang Danh,79201005250,2/3/1960,3843,Nguyen Thien Thuat,Binh Thanh,An Giang,,Hoi chung Down ,,BN005250
BN005251,CS000010,Chau Van Hue,79201005251,6/20/1963,154,Nguyen Trai,Binh Thanh,Ho Chi Minh,,Benh mau kho dong ,Imidazolidinyl ure,BN005251
BN005252,CS000002,Binh An Pham,79201005252,11/16/1998,2707,Nguyen Trai,Hoang Mai,Lang Son,,Hoi chung Klinefelter,Hon hop Carba,BN005252
BN005253,CS000007,Chu Hung Tho,79201005253,3/9/1995,1237,Ba Trieu,Hong Bang,Can Tho,,Hoi chung Klinefelter,Mercaptobenzothiazole,BN005253
BN005254,CS000047,Truon Thanh Khoan,79201005254,7/20/1988,3713,Nguyen Trai,Hai Ba Trung,Binh Phuoc,,,,BN005254
BN005255,CS000038,Lanh Thu Lam,79201005255,12/5/1987,4866,Pham Ngu Lao,4,Ca Mau,,Hoi chung Turner,,BN005255
BN005256,CS000019,Do An Luan,79201005256,1/26/1983,1442,Dong Xuan,Ninh Kieu,Phu Tho,,,Quaternium,BN005256
BN005257,CS000015,Phan Mai Dao,79201005257,2/12/1995,2550,Trung Nhi,Tay Ho,Vinh Long,,,,BN005257
BN005258,CS000047,Chung Thanh Kiet,79201005258,12/8/1982,1899,Phan Boi Chau,Tan Binh,Ho Chi Minh,,,,BN005258
BN005259,CS000026,Khuong Thai Quyen,79201005259,6/25/1972,1955,Pho Hue,3,Kien Giang,,Hoi chung Klinefelter,Hon hop Carba,BN005259
BN005260,CS000027,Lanh Van Pham,79201005260,12/5/1950,3791,Pham Hong Thai,Son Tra,Ben Tre,,Hoi chung Down ,,BN005260
BN005261,CS000014,Khuong Dai Thu,79201005261,9/23/1957,4147,Tran Hung Dao,Thu Duc,Tuyen Quang,,Benh tim ,Bacitracin,BN005261
BN005262,CS000042,Tran Hoang Chau,79201005262,12/31/1955,2642,Truong Dinh,1,Nam Dinh,,Benh tim ,,BN005262
BN005263,CS000041,Ly Kim Thinh,79201005263,3/30/1973,4184,Ho Tung Mau,Kien An,Dak Nong,,Benh mu mau ,Bacitracin,BN005263
BN005264,CS000034,Cong Van Khoa,79201005264,2/12/1956,934,Bui Thi Xuan,3,Ninh Thuan,,Benh mu mau ,Bacitracin,BN005264
BN005265,CS000028,Quan Thanh Khoa,79201005265,3/26/1959,3744,Trinh Van Can,Tan Binh,An Giang,,Benh tieu duong ,Mercapto hon hop,BN005265
BN005266,CS000024,Lang Trong Huong,79201005266,8/17/1984,2621,Phan Boi Chau,Dong Da,Lam Dong,,Cao huyet ap,Hon hop cao su den ,BN005266
BN005267,CS000011,Le  Hoang Khoi,79201005267,3/25/1962,1404,Nguyen Chi Thanh,Cai Rang,Hau Giang,,,,BN005267
BN005268,CS000025,La Thu Phuong,79201005268,3/7/1981,809,Bui Vien,Thu Duc,Lam Dong,,,Budesonide,BN005268
BN005269,CS000026,Tran Thi Bich,79201005269,1/15/1974,3834,Trung Trac,Long Bien,Binh Dinh,,Benh dong kinh ,Hon hop Caine,BN005269
BN005270,CS000015,Duong Phu Va,79201005270,9/18/1958,4881,De La Thanh,Cam Le,Kon Tum,,,,BN005270
BN005271,CS000037,Khuong Dang Tho,79201005271,11/16/1957,299,Dang Tran Con,Kien An,Soc Trang,,Cao huyet ap,,BN005271
BN005272,CS000047,Quan Duy Nham,79201005272,9/7/2000,2611,Trung Trac,7,Binh Dinh,,Benh dong kinh ,,BN005272
BN005273,CS000018,Vo Le Hong,79201005273,8/13/1952,2023,Ham Nghi,Ninh Kieu,Bac Giang,,,,BN005273
BN005274,CS000009,Lanh Hoang Cat,79201005274,10/11/1970,4147,Nguyen Thien Thuat,Cau Giay,Dong Nai,,Benh bach tang,Balsam của Peru,BN005274
BN005275,CS000034,Thinh Phu Hanh,79201005275,8/13/1985,3905,Ba Trieu,Duong Kinh,Bac Giang,,,Diazolidinyl ure,BN005275
BN005276,CS000019,Tran Mai Loan,79201005276,1/13/1985,316,Bui Thi Xuan,Dong Da,Ninh Binh,,Hoi chung Down ,Disperse blue 106,BN005276
BN005277,CS000010,Lanh Gia Huong,79201005277,9/14/1979,4049,Nguyen Du,Tan Phu,Binh Thuan,,Cao huyet ap,,BN005277
BN005278,CS000005,Le  An Yen,79201005278,2/2/1998,4495,Nguyen Thi Minh Khai,Cai Rang,Quang Binh,,,,BN005278
BN005279,CS000027,Bach Anh Manh,79201005279,10/15/1989,2425,Le Lai,Thu Duc,Nam Dinh,,Cao huyet ap,Mercaptobenzothiazole,BN005279
BN005280,CS000037,Trung Minh Quyen,79201005280,2/21/1987,2223,Hai Ba Trung,Hoang Mai,Thai Nguyen,,Hoi chung Klinefelter,,BN005280
BN005281,CS000025,Chau Dinh Au,79201005281,9/2/1967,1744,Bui Vien,Hoang Mai,Bac Lieu,,,Diazolidinyl ure,BN005281
BN005282,CS000034,Binh Dieu Chinh,79201005282,11/21/1985,131,Trinh Van Can,Hai Chau,Binh Phuoc,,Benh mu mau ,Quaternium,BN005282
BN005283,CS000002,Quach Minh Cao,79201005283,1/18/1981,938,Trung Nhi,Cam Le,Kien Giang,,Hoi chung Turner,,BN005283
BN005284,CS000020,Phi Nhu Hiep,79201005284,7/26/1977,1559,Bui Vien,Binh Tan,Kon Tum,,,Quaternium,BN005284
BN005285,CS000033,Cong Dinh Quoc,79201005285,3/21/1983,3359,Cach Mang Thang Tam,Hoan Kiem,Thanh Hoa,,Benh dong kinh ,Imidazolidinyl ure,BN005285
